RecordNumber,SourceName,TaskCategory,EventCode,EventType
7285,"Microsoft-Windows-Search","Search service",1003,4
7273,"igfxCUIService2.0.0.0",None,0,4
7272,"igfxCUIService2.0.0.0",None,0,4
7270,"igfxCUIService2.0.0.0",None,0,4
7269,"igfxCUIService2.0.0.0",None,0,4
7263,NVNetworkService,None,0,4
7252,"igfxCUIService2.0.0.0",None,0,4
7251,"igfxCUIService2.0.0.0",None,0,4
7247,"Windows Error Reporting","The operation completed successfully.",1001,4
7238,"Windows Error Reporting","The operation completed successfully.",1001,4
7237,"Windows Error Reporting","The operation completed successfully.",1001,4
7199,"Windows Error Reporting","The operation completed successfully.",1001,4
7198,"Windows Error Reporting","The operation completed successfully.",1001,4
7195,"igfxCUIService2.0.0.0",None,0,4
7194,"igfxCUIService2.0.0.0",None,0,4
7192,"igfxCUIService2.0.0.0",None,0,4
7191,"igfxCUIService2.0.0.0",None,0,4
7186,"igfxCUIService2.0.0.0",None,0,4
7185,"igfxCUIService2.0.0.0",None,0,4
7177,"Windows Error Reporting","The operation completed successfully.",1001,4
7176,"Windows Error Reporting","The operation completed successfully.",1001,4
7175,"Windows Error Reporting","The operation completed successfully.",1001,4
7174,"Windows Error Reporting","The operation completed successfully.",1001,4
7173,"Windows Error Reporting","The operation completed successfully.",1001,4
7170,"Windows Error Reporting","The operation completed successfully.",1001,4
7169,"Windows Error Reporting","The operation completed successfully.",1001,4
7168,"Windows Error Reporting","The operation completed successfully.",1001,4
7167,"Windows Error Reporting","The operation completed successfully.",1001,4
7166,"Windows Error Reporting","The operation completed successfully.",1001,4
7165,"Windows Error Reporting","The operation completed successfully.",1001,4
7164,"Windows Error Reporting","The operation completed successfully.",1001,4
7163,"Windows Error Reporting","The operation completed successfully.",1001,4
7162,"Windows Error Reporting","The operation completed successfully.",1001,4
7161,"Windows Error Reporting","The operation completed successfully.",1001,4
7160,"Windows Error Reporting","The operation completed successfully.",1001,4
7159,"Windows Error Reporting","The operation completed successfully.",1001,4
7158,"Windows Error Reporting","The operation completed successfully.",1001,4
7156,"Windows Error Reporting","The operation completed successfully.",1001,4
7155,"Windows Error Reporting","The operation completed successfully.",1001,4
7154,"Windows Error Reporting","The operation completed successfully.",1001,4
39820,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
39815,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
39792,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
39779,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
39769,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
39746,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39745,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39678,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
39677,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
39676,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
39670,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
39652,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
39430,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39409,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39388,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39367,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39076,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39072,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39031,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
39010,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38962,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38941,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38808,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38807,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38804,BTHUSB,"The operation completed successfully.",16,2
38775,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38774,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38756,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38755,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38736,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38735,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38712,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38705,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38680,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38679,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
38317,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38265,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38262,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38261,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38260,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38259,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38254,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38251,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
38249,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38248,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38233,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38232,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38230,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38207,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38200,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38196,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38194,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38177,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38174,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38173,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38165,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38164,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38162,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38160,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38159,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38147,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38097,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38096,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38095,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38085,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
38084,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38083,"Microsoft-Windows-Service Control Manager","The operation completed successfully.",7034,2
38031,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38030,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
38027,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
38004,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37947,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37946,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37945,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37940,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37937,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37936,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37920,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37855,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37854,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37827,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37787,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37786,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37785,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37778,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37772,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37771,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37765,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
37759,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37731,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37725,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37724,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37721,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37719,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
37718,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
37713,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
37667,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37653,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37651,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37640,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37639,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37622,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37621,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37619,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37618,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37617,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37616,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37615,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37612,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37611,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37610,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37605,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37595,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37594,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37587,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
37584,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37583,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37582,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37581,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37579,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37572,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37568,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37561,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37527,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37526,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37525,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37523,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37521,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37520,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37504,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37496,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37495,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37457,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37453,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37421,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37420,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37419,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37408,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37407,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37373,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37329,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37327,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37326,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37325,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37321,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37309,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37308,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37300,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37299,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2
37230,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37224,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37223,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37217,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37211,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37176,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37175,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37174,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37173,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37170,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37169,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37153,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37147,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
37112,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37111,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37110,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37109,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37106,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37104,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37103,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
37088,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37087,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
37084,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
37080,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
37009,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37008,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37007,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
37004,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36994,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36993,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36985,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36959,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36924,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36923,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36922,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36918,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
36909,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36908,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36900,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36887,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36883,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36882,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36879,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36868,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36845,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36840,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36838,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36833,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36811,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36810,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36786,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36780,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36745,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36744,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36743,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36740,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36730,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36729,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36721,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36720,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36716,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36715,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36714,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36664,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36660,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36622,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36621,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36620,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36619,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36615,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36612,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36611,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36592,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36591,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36590,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36589,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36588,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36587,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36565,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36564,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36559,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36519,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36518,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36515,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36441,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36437,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36434,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36424,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36416,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36412,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36410,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36403,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36397,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36368,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36364,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36361,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36355,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
36342,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36341,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36339,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36322,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36314,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36313,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36312,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36284,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36245,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36244,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36243,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36240,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36238,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36237,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36221,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36201,disk,"The operation completed successfully.",51,3
36200,disk,"The operation completed successfully.",51,3
36199,disk,"The operation completed successfully.",51,3
36198,disk,"The operation completed successfully.",51,3
36197,disk,"The operation completed successfully.",51,3
36196,disk,"The operation completed successfully.",51,3
36195,disk,"The operation completed successfully.",51,3
36194,disk,"The operation completed successfully.",51,3
36193,disk,"The operation completed successfully.",51,3
36150,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
36136,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
36011,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36010,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36009,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
36003,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
36002,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
35984,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35976,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35932,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35931,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35930,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35928,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
35871,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
35840,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35823,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35822,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35821,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35812,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35811,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35808,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35802,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35801,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35797,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35760,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35759,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
35755,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35679,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35678,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35677,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35676,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35675,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35671,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
35655,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35647,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35644,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35628,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35595,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35594,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35593,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35592,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35574,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35573,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35547,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
35513,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35512,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35511,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35494,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
35491,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35451,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
35450,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
